Time	XP	YP	ZP	XP2	YP2	ZP2	XA	YA	ZA	Angle	AngleRate	FX1	FY1	FZ1	TX1	TY1	TZ1	FX2	FY2	FZ2	TX2	TY2	TZ2	StopTorque
2.25399999999991496e-01	7.42488168778781057e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365681139370377e-12	1.00000000000000000e+00	4.08027164302205832e-12	3.49065850402935141e-01	1.00524501387969155e-12	-1.19758279585431865e+02	1.27479214902897888e+03	-2.70986709755418406e+03	-1.51805035004051035e+02	-1.86459488445157859e+01	-2.06034381837197333e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903888285948e+01
2.25499999999991485e-01	7.42488168778781404e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365700462329500e-12	1.00000000000000000e+00	4.08027169888083969e-12	3.49065850402935141e-01	-7.71606972969257512e-13	-1.19758279583932676e+02	1.27479214903050865e+03	-2.70986709755778202e+03	-1.51805035003978134e+02	-1.86459488470932939e+01	-2.06034381779170861e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903874543199e+01
2.25599999999991474e-01	7.42488168778781404e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365689556564461e-12	1.00000000000000000e+00	4.08027167673584548e-12	3.49065850402934252e-01	-7.71534550364290308e-13	-1.19758279584616304e+02	1.27479214902868716e+03	-2.70986709755373477e+03	-1.51805035003888662e+02	-1.86459488457880482e+01	-2.06034381808054423e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903903494120e+01
2.25699999999991463e-01	7.42488168778781057e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365666742029626e-12	1.00000000000000000e+00	4.08027156401784819e-12	3.49065850402935141e-01	1.00472348893320833e-12	-1.19758279585432803e+02	1.27479214902897888e+03	-2.70986709755418451e+03	-1.51805035004051547e+02	-1.86459488445150612e+01	-2.06034381837197333e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903888285806e+01
2.25799999999991452e-01	7.42488168778781404e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365673903456568e-12	1.00000000000000000e+00	4.08027169092985686e-12	3.49065850402935141e-01	-7.71437745567858444e-13	-1.19758279583932335e+02	1.27479214903050888e+03	-2.70986709755778202e+03	-1.51805035003977139e+02	-1.86459488470935284e+01	-2.06034381779203546e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903874534814e+01
2.25899999999991441e-01	7.42488168778781404e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365667056090152e-12	1.00000000000000000e+00	4.08027167606957169e-12	3.49065850402934252e-01	-7.71128477764099137e-13	-1.19758279584616645e+02	1.27479214902868671e+03	-2.70986709755373477e+03	-1.51805035003889515e+02	-1.86459488457880980e+01	-2.06034381808016054e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903903496963e+01
2.25999999999991430e-01	7.42488168778781057e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365659145663242e-12	1.00000000000000000e+00	4.08027168694804688e-12	3.49065850402935141e-01	1.00480172485442157e-12	-1.19758279585432305e+02	1.27479214902897911e+03	-2.70986709755418451e+03	-1.51805035004051035e+02	-1.86459488445155586e+01	-2.06034381837204439e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903888285806e+01
2.26099999999991419e-01	7.42488168778781404e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365667825941332e-12	1.00000000000000000e+00	4.08027167926586866e-12	3.49065850402935141e-01	-7.72051529005745708e-13	-1.19758279583932961e+02	1.27479214903050820e+03	-2.70986709755778202e+03	-1.51805035003978446e+02	-1.86459488470936208e+01	-2.06034381779147413e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903874540499e+01
2.26199999999991408e-01	7.42488168778781404e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365653051553826e-12	1.00000000000000000e+00	4.08027169580016140e-12	3.49065850402934252e-01	-7.71356827801944918e-13	-1.19758279584616588e+02	1.27479214902868762e+03	-2.70986709755373568e+03	-1.51805035003888207e+02	-1.86459488457877853e+01	-2.06034381808080003e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903903496963e+01
2.26299999999991397e-01	7.42488168778781057e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365669242345798e-12	1.00000000000000000e+00	4.08027174495829513e-12	3.49065850402935141e-01	1.00485608533505648e-12	-1.19758279585432376e+02	1.27479214902897820e+03	-2.70986709755418315e+03	-1.51805035004051831e+02	-1.86459488445158854e+01	-2.06034381837159675e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903888283106e+01
2.26399999999991386e-01	7.42488168778781404e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365684324570791e-12	1.00000000000000000e+00	4.08027173811861168e-12	3.49065850402935141e-01	-7.71489801277858401e-13	-1.19758279583932207e+02	1.27479214903050843e+03	-2.70986709755778202e+03	-1.51805035003978276e+02	-1.86459488470929386e+01	-2.06034381779174414e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903874543199e+01
2.26499999999991375e-01	7.42488168778781404e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365644368221226e-12	1.00000000000000000e+00	4.08027156042822279e-12	3.49065850402934252e-01	-7.71473355566321857e-13	-1.19758279584617441e+02	1.27479214902868716e+03	-2.70986709755373613e+03	-1.51805035003888634e+02	-1.86459488457876148e+01	-2.06034381808069345e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903903491278e+01
2.26599999999991364e-01	7.42488168778781057e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365654087877161e-12	1.00000000000000000e+00	4.08027156002366200e-12	3.49065850402935141e-01	1.00499482382241520e-12	-1.19758279585432035e+02	1.27479214902897934e+03	-2.70986709755418315e+03	-1.51805035004051376e+02	-1.86459488445161128e+01	-2.06034381837171043e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903888280264e+01
2.26699999999991353e-01	7.42488168778781404e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365660914386266e-12	1.00000000000000000e+00	4.08027159051409999e-12	3.49065850402935141e-01	-7.71452972113834476e-13	-1.19758279583932946e+02	1.27479214903050820e+03	-2.70986709755778202e+03	-1.51805035003977650e+02	-1.86459488470930452e+01	-2.06034381779197862e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903874546041e+01
2.26799999999991342e-01	7.42488168778781404e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365641022016104e-12	1.00000000000000000e+00	4.08027156194989746e-12	3.49065850402934252e-01	-7.71291438137923829e-13	-1.19758279584616588e+02	1.27479214902868739e+03	-2.70986709755373613e+03	-1.51805035003888634e+02	-1.86459488457880553e+01	-2.06034381808055134e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903903491278e+01
2.26899999999991331e-01	7.42488168778781057e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365620313781669e-12	1.00000000000000000e+00	4.08027148662748923e-12	3.49065850402935141e-01	1.00423595757239286e-12	-1.19758279585431922e+02	1.27479214902897866e+03	-2.70986709755418360e+03	-1.51805035004051490e+02	-1.86459488445158001e+01	-2.06034381837178859e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903888285948e+01
2.26999999999991320e-01	7.42488168778781404e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365613937625111e-12	1.00000000000000000e+00	4.08027151835633373e-12	3.49065850402935141e-01	-7.71377355461045471e-13	-1.19758279583933060e+02	1.27479214903050843e+03	-2.70986709755778202e+03	-1.51805035003977650e+02	-1.86459488470927823e+01	-2.06034381779203546e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903874543199e+01
2.27099999999991309e-01	7.42488168778781404e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365607216272694e-12	1.00000000000000000e+00	4.08027154842158957e-12	3.49065850402934252e-01	-7.71406649008030536e-13	-1.19758279584616673e+02	1.27479214902868716e+03	-2.70986709755373477e+03	-1.51805035003888918e+02	-1.86459488457886664e+01	-2.06034381808024580e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903903488436e+01
2.27199999999991298e-01	7.42488168778781057e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365596894170012e-12	1.00000000000000000e+00	4.08027152312996639e-12	3.49065850402935141e-01	1.00472041687175679e-12	-1.19758279585432632e+02	1.27479214902897888e+03	-2.70986709755418451e+03	-1.51805035004051518e+02	-1.86459488445153170e+01	-2.06034381837190939e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903888291490e+01
2.27299999999991287e-01	7.42488168778781404e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365623655048082e-12	1.00000000000000000e+00	4.08027155339683620e-12	3.49065850402935141e-01	-7.71858159310818633e-13	-1.19758279583932335e+02	1.27479214903050865e+03	-2.70986709755778202e+03	-1.51805035003978503e+02	-1.86459488470938126e+01	-2.06034381779138176e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903874537657e+01
2.27399999999991276e-01	7.42488168778781404e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365605989949749e-12	1.00000000000000000e+00	4.08027152804683781e-12	3.49065850402934252e-01	-7.71395502831370425e-13	-1.19758279584616929e+02	1.27479214902868694e+03	-2.70986709755373568e+03	-1.51805035003888179e+02	-1.86459488457875509e+01	-2.06034381808089240e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903903499805e+01
2.27499999999991265e-01	7.42488168778781057e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365620215098759e-12	1.00000000000000000e+00	4.08027153155079912e-12	3.49065850402935141e-01	1.00414319890145551e-12	-1.19758279585431808e+02	1.27479214902897866e+03	-2.70986709755418315e+03	-1.51805035004051831e+02	-1.86459488445163828e+01	-2.06034381837146174e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903888280264e+01
2.27599999999991254e-01	7.42488168778781404e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365634615608081e-12	1.00000000000000000e+00	4.08027156985800584e-12	3.49065850402935141e-01	-7.71460160366686478e-13	-1.19758279583933046e+02	1.27479214903050865e+03	-2.70986709755778202e+03	-1.51805035003977764e+02	-1.86459488470924910e+01	-2.06034381779207809e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903874549025e+01
2.27699999999991243e-01	7.42488168778781404e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365628066002775e-12	1.00000000000000000e+00	4.08027151140604638e-12	3.49065850402934252e-01	-7.71273985495960776e-13	-1.19758279584616815e+02	1.27479214902868694e+03	-2.70986709755373568e+03	-1.51805035003889031e+02	-1.86459488457881051e+01	-2.06034381808036660e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903903485594e+01
2.27799999999991232e-01	7.42488168778781057e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365608353709105e-12	1.00000000000000000e+00	4.08027149000127057e-12	3.49065850402935141e-01	1.00447069163108705e-12	-1.19758279585431794e+02	1.27479214902897888e+03	-2.70986709755418360e+03	-1.51805035004050637e+02	-1.86459488445155017e+01	-2.06034381837223624e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903888285948e+01
2.27899999999991221e-01	7.42488168778781404e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365606440809328e-12	1.00000000000000000e+00	4.08027144157553580e-12	3.49065850402935141e-01	-7.71612666795677060e-13	-1.19758279583933174e+02	1.27479214903050911e+03	-2.70986709755778202e+03	-1.51805035003978588e+02	-1.86459488470930808e+01	-2.06034381779155940e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903874540357e+01
2.27999999999991210e-01	7.42488168778781404e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365591846844817e-12	1.00000000000000000e+00	4.08027141806668556e-12	3.49065850402934252e-01	-7.71135936284734619e-13	-1.19758279584616929e+02	1.27479214902868648e+03	-2.70986709755373568e+03	-1.51805035003888463e+02	-1.86459488457881193e+01	-2.06034381808059397e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903903491278e+01
2.28099999999991199e-01	7.42488168778781057e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365604230744997e-12	1.00000000000000000e+00	4.08027139434336127e-12	3.49065850402935141e-01	1.00507174738330044e-12	-1.19758279585431922e+02	1.27479214902897866e+03	-2.70986709755418360e+03	-1.51805035004051945e+02	-1.86459488445158001e+01	-2.06034381837157543e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903888285948e+01
2.28199999999991188e-01	7.42488168778781404e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365617350246333e-12	1.00000000000000000e+00	4.08027140874065228e-12	3.49065850402935141e-01	-7.71612087482334639e-13	-1.19758279583932563e+02	1.27479214903050865e+03	-2.70986709755778202e+03	-1.51805035003977679e+02	-1.86459488470932797e+01	-2.06034381779190046e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903874543199e+01
2.28299999999991177e-01	7.42488168778781404e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365609716904531e-12	1.00000000000000000e+00	4.08027139756665309e-12	3.49065850402934252e-01	-7.71695933103085316e-13	-1.19758279584616659e+02	1.27479214902868739e+03	-2.70986709755373613e+03	-1.51805035003888548e+02	-1.86459488457883538e+01	-2.06034381808050160e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903903494120e+01
2.28399999999991166e-01	7.42488168778781057e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365630346627127e-12	1.00000000000000000e+00	4.08027139984600904e-12	3.49065850402935141e-01	1.00412005650786810e-12	-1.19758279585431978e+02	1.27479214902897866e+03	-2.70986709755418315e+03	-1.51805035004051859e+02	-1.86459488445161128e+01	-2.06034381837152569e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903888288790e+01
2.28499999999991155e-01	7.42488168778781404e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365645663143758e-12	1.00000000000000000e+00	4.08027141733444088e-12	3.49065850402935141e-01	-7.71321805065591385e-13	-1.19758279583933501e+02	1.27479214903050888e+03	-2.70986709755778202e+03	-1.51805035003977764e+02	-1.86459488470922707e+01	-2.06034381779214204e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903874546041e+01
2.28599999999991144e-01	7.42488168778781404e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365632724962552e-12	1.00000000000000000e+00	4.08027138198909570e-12	3.49065850402934252e-01	-7.71623738372477672e-13	-1.19758279584616659e+02	1.27479214902868694e+03	-2.70986709755373568e+03	-1.51805035003888520e+02	-1.86459488457883680e+01	-2.06034381808051581e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903903482752e+01
2.28699999999991133e-01	7.42488168778781057e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365639018725015e-12	1.00000000000000000e+00	4.08027137531377886e-12	3.49065850402935141e-01	1.00485116241511076e-12	-1.19758279585431680e+02	1.27479214902897888e+03	-2.70986709755418315e+03	-1.51805035004051575e+02	-1.86459488445155017e+01	-2.06034381837181702e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903888288790e+01
2.28799999999991122e-01	7.42488168778781404e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365632826121551e-12	1.00000000000000000e+00	4.08027135064950593e-12	3.49065850402935141e-01	-7.71073966046349499e-13	-1.19758279583933046e+02	1.27479214903050820e+03	-2.70986709755778247e+03	-1.51805035003977764e+02	-1.86459488470924768e+01	-2.06034381779209230e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903874540357e+01
2.28899999999991111e-01	7.42488168778781404e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365617369844597e-12	1.00000000000000000e+00	4.08027136051474706e-12	3.49065850402934252e-01	-7.70934494511999948e-13	-1.19758279584617057e+02	1.27479214902868762e+03	-2.70986709755373568e+03	-1.51805035003888463e+02	-1.86459488457884248e+01	-2.06034381808050870e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903903485594e+01
2.28999999999991100e-01	7.42488168778781057e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365637279385300e-12	1.00000000000000000e+00	4.08027148011804633e-12	3.49065850402935141e-01	1.00523859449592149e-12	-1.19758279585431694e+02	1.27479214902897843e+03	-2.70986709755418406e+03	-1.51805035004051433e+02	-1.86459488445160417e+01	-2.06034381837171754e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903888288790e+01
2.29099999999991089e-01	7.42488168778781404e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365634488770637e-12	1.00000000000000000e+00	4.08027132851808992e-12	3.49065850402935141e-01	-7.72447226794879459e-13	-1.19758279583933302e+02	1.27479214903050888e+03	-2.70986709755778156e+03	-1.51805035003979043e+02	-1.86459488470933934e+01	-2.06034381779131781e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903874546041e+01
2.29199999999991078e-01	7.42488168778781404e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365616711376861e-12	1.00000000000000000e+00	4.08027138582354798e-12	3.49065850402934252e-01	-7.71690741493595623e-13	-1.19758279584616133e+02	1.27479214902868739e+03	-2.70986709755373568e+03	-1.51805035003887212e+02	-1.86459488457880127e+01	-2.06034381808114819e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903903494120e+01
2.29299999999991067e-01	7.42488168778781057e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365609295808833e-12	1.00000000000000000e+00	4.08027137248228146e-12	3.49065850402935141e-01	1.00477888900985670e-12	-1.19758279585432177e+02	1.27479214902897797e+03	-2.70986709755418315e+03	-1.51805035004052002e+02	-1.86459488445152886e+01	-2.06034381837170333e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903888285948e+01
2.29399999999991056e-01	7.42488168778781404e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365609475664657e-12	1.00000000000000000e+00	4.08027128568708251e-12	3.49065850402935141e-01	-7.71919480629088172e-13	-1.19758279583933017e+02	1.27479214903050911e+03	-2.70986709755778247e+03	-1.51805035003978588e+02	-1.86459488470933223e+01	-2.06034381779150255e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903874537514e+01
2.29499999999991044e-01	7.42488168778781404e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365600237104418e-12	1.00000000000000000e+00	4.08027131525486918e-12	3.49065850402934252e-01	-7.70950831838998274e-13	-1.19758279584617270e+02	1.27479214902868671e+03	-2.70986709755373568e+03	-1.51805035003887980e+02	-1.86459488457878848e+01	-2.06034381808085687e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903903494120e+01
2.29599999999991033e-01	7.42488168778781057e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365624701815118e-12	1.00000000000000000e+00	4.08027151338003455e-12	3.49065850402935141e-01	1.00487769544274246e-12	-1.19758279585431353e+02	1.27479214902897911e+03	-2.70986709755418360e+03	-1.51805035004050978e+02	-1.86459488445163046e+01	-2.06034381837183833e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903888283106e+01
2.29699999999991022e-01	7.42488168778781404e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365642406395533e-12	1.00000000000000000e+00	4.08027150279037061e-12	3.49065850402935141e-01	-7.71581948888167015e-13	-1.19758279583933231e+02	1.27479214903050865e+03	-2.70986709755778156e+03	-1.51805035003979128e+02	-1.86459488470928179e+01	-2.06034381779142439e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903874549025e+01
2.29799999999991011e-01	7.42488168778781404e-03	8.18402431267873376e-02	6.01916700737071153e-01	7.42488168179988861e-03	8.18402431905269623e-02	6.01916700601577759e-01	-1.73365636421341581e-12	1.00000000000000000e+00	4.08027145455599567e-12	3.49065850402934252e-01	-7.71329919536818863e-13	-1.19758279584616645e+02	1.27479214902868671e+03	-2.70986709755373658e+03	-1.51805035003888577e+02	-1.86459488457880553e+01	-2.06034381808057265e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	-8.13771903903488436e+01
