Time	Body	XP	YP	ZP	FX	FY	FZ	Body	XP	YP	ZP	FX	FY	FZ	Body	XP	YP	ZP	FX	FY	FZ
9.32000000000016426e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584766157e+02	1.27479214903050911e+03	-2.71303574087454990e+03	BoneLeftThigh	-2.26388869151317659e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794788017835e+00	-1.27479214903071443e+03	2.71566905223089907e+03	BoneLeftThigh	7.42488168773614704e-03	1.11638006118317687e-01	6.01916700737192834e-01	1.12933651636885813e+02	2.05367011001289314e-10	-2.63331135634928382e+00
9.33000000000016455e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584594334e+02	1.27479214902868762e+03	-2.71303574087067227e+03	BoneLeftThigh	-2.26388869151317625e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794787042437e+00	-1.27479214902889362e+03	2.71566905222701735e+03	BoneLeftThigh	7.42488168773615051e-03	1.11638006118317673e-01	6.01916700737192834e-01	1.12933651636723908e+02	2.05866608587123353e-10	-2.63331135634497393e+00
9.34000000000016484e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584621377e+02	1.27479214902897729e+03	-2.71303574087128891e+03	BoneLeftThigh	-2.26388869151317625e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794787180904e+00	-1.27479214902918329e+03	2.71566905222763444e+03	BoneLeftThigh	7.42488168773615051e-03	1.11638006118317673e-01	6.01916700737192834e-01	1.12933651636749559e+02	2.05866592881369169e-10	-2.63331135634556679e+00
9.35000000000016512e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584766157e+02	1.27479214903050911e+03	-2.71303574087454990e+03	BoneLeftThigh	-2.26388869151317659e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794788017835e+00	-1.27479214903071443e+03	2.71566905223089907e+03	BoneLeftThigh	7.42488168773614704e-03	1.11638006118317687e-01	6.01916700737192834e-01	1.12933651636885813e+02	2.05367022579639251e-10	-2.63331135634928382e+00
9.36000000000016541e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584594334e+02	1.27479214902868762e+03	-2.71303574087067227e+03	BoneLeftThigh	-2.26388869151317625e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794787042437e+00	-1.27479214902889362e+03	2.71566905222701735e+03	BoneLeftThigh	7.42488168773615051e-03	1.11638006118317673e-01	6.01916700737192834e-01	1.12933651636723908e+02	2.05866638296453409e-10	-2.63331135634497393e+00
9.37000000000016570e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584621377e+02	1.27479214902897729e+03	-2.71303574087128891e+03	BoneLeftThigh	-2.26388869151317625e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794787180904e+00	-1.27479214902918329e+03	2.71566905222763444e+03	BoneLeftThigh	7.42488168773615051e-03	1.11638006118317673e-01	6.01916700737192834e-01	1.12933651636749559e+02	2.05866612645574341e-10	-2.63331135634556679e+00
9.38000000000016598e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584766157e+02	1.27479214903050911e+03	-2.71303574087454990e+03	BoneLeftThigh	-2.26388869151317659e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794788017835e+00	-1.27479214903071443e+03	2.71566905223089907e+03	BoneLeftThigh	7.42488168773614704e-03	1.11638006118317687e-01	6.01916700737192834e-01	1.12933651636885813e+02	2.05367040887959810e-10	-2.63331135634928382e+00
9.39000000000016627e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584594334e+02	1.27479214902868762e+03	-2.71303574087067227e+03	BoneLeftThigh	-2.26388869151317625e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794787042437e+00	-1.27479214902889362e+03	2.71566905222701735e+03	BoneLeftThigh	7.42488168773615051e-03	1.11638006118317673e-01	6.01916700737192834e-01	1.12933651636723908e+02	2.05866668403815356e-10	-2.63331135634497393e+00
9.40000000000016656e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584621377e+02	1.27479214902897729e+03	-2.71303574087128891e+03	BoneLeftThigh	-2.26388869151317625e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794787180904e+00	-1.27479214902918329e+03	2.71566905222763444e+03	BoneLeftThigh	7.42488168773615051e-03	1.11638006118317673e-01	6.01916700737192834e-01	1.12933651636749559e+02	2.05866654551977677e-10	-2.63331135634556679e+00
9.41000000000016684e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584766157e+02	1.27479214903050911e+03	-2.71303574087454990e+03	BoneLeftThigh	-2.26388869151317659e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794788017835e+00	-1.27479214903071443e+03	2.71566905223089907e+03	BoneLeftThigh	7.42488168773614704e-03	1.11638006118317687e-01	6.01916700737192834e-01	1.12933651636885813e+02	2.05367039707856928e-10	-2.63331135634928382e+00
9.42000000000016713e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584594334e+02	1.27479214902868762e+03	-2.71303574087067227e+03	BoneLeftThigh	-2.26388869151317625e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794787042437e+00	-1.27479214902889362e+03	2.71566905222701735e+03	BoneLeftThigh	7.42488168773615051e-03	1.11638006118317673e-01	6.01916700737192834e-01	1.12933651636723908e+02	2.05866668099574294e-10	-2.63331135634497393e+00
9.43000000000016741e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584621377e+02	1.27479214902897729e+03	-2.71303574087128891e+03	BoneLeftThigh	-2.26388869151317625e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794787180904e+00	-1.27479214902918329e+03	2.71566905222763444e+03	BoneLeftThigh	7.42488168773615051e-03	1.11638006118317673e-01	6.01916700737192834e-01	1.12933651636749559e+02	2.05866640939043796e-10	-2.63331135634556679e+00
9.44000000000016770e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584766157e+02	1.27479214903050911e+03	-2.71303574087454990e+03	BoneLeftThigh	-2.26388869151317659e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794788017835e+00	-1.27479214903071443e+03	2.71566905223089907e+03	BoneLeftThigh	7.42488168773614704e-03	1.11638006118317687e-01	6.01916700737192834e-01	1.12933651636885813e+02	2.05367053681428270e-10	-2.63331135634928382e+00
9.45000000000016799e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584594334e+02	1.27479214902868762e+03	-2.71303574087067227e+03	BoneLeftThigh	-2.26388869151317625e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794787042437e+00	-1.27479214902889362e+03	2.71566905222701735e+03	BoneLeftThigh	7.42488168773615051e-03	1.11638006118317673e-01	6.01916700737192834e-01	1.12933651636723908e+02	2.05866666985881866e-10	-2.63331135634497393e+00
9.46000000000016827e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584621377e+02	1.27479214902897729e+03	-2.71303574087128891e+03	BoneLeftThigh	-2.26388869151317625e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794787180904e+00	-1.27479214902918329e+03	2.71566905222763444e+03	BoneLeftThigh	7.42488168773615051e-03	1.11638006118317673e-01	6.01916700737192834e-01	1.12933651636749559e+02	2.05866648275974116e-10	-2.63331135634556679e+00
9.47000000000016856e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584766157e+02	1.27479214903050911e+03	-2.71303574087454990e+03	BoneLeftThigh	-2.26388869151317659e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794788017835e+00	-1.27479214903071443e+03	2.71566905223089907e+03	BoneLeftThigh	7.42488168773614704e-03	1.11638006118317687e-01	6.01916700737192834e-01	1.12933651636885813e+02	2.05367057578299994e-10	-2.63331135634928382e+00
9.48000000000016885e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584594334e+02	1.27479214902868762e+03	-2.71303574087067227e+03	BoneLeftThigh	-2.26388869151317625e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794787042437e+00	-1.27479214902889362e+03	2.71566905222701735e+03	BoneLeftThigh	7.42488168773615051e-03	1.11638006118317673e-01	6.01916700737192834e-01	1.12933651636723908e+02	2.05866674284895777e-10	-2.63331135634497393e+00
9.49000000000016913e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584621377e+02	1.27479214902897729e+03	-2.71303574087128891e+03	BoneLeftThigh	-2.26388869151317625e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794787180904e+00	-1.27479214902918329e+03	2.71566905222763444e+03	BoneLeftThigh	7.42488168773615051e-03	1.11638006118317673e-01	6.01916700737192834e-01	1.12933651636749559e+02	2.05866658887652716e-10	-2.63331135634556679e+00
9.50000000000016942e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584766157e+02	1.27479214903050911e+03	-2.71303574087454990e+03	BoneLeftThigh	-2.26388869151317659e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794788017835e+00	-1.27479214903071443e+03	2.71566905223089907e+03	BoneLeftThigh	7.42488168773614704e-03	1.11638006118317687e-01	6.01916700737192834e-01	1.12933651636885813e+02	2.05367090934823019e-10	-2.63331135634928382e+00
9.51000000000016971e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584594334e+02	1.27479214902868762e+03	-2.71303574087067227e+03	BoneLeftThigh	-2.26388869151317625e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794787042437e+00	-1.27479214902889362e+03	2.71566905222701735e+03	BoneLeftThigh	7.42488168773615051e-03	1.11638006118317673e-01	6.01916700737192834e-01	1.12933651636723908e+02	2.05866696169359713e-10	-2.63331135634497393e+00
9.52000000000016999e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584621377e+02	1.27479214902897729e+03	-2.71303574087128891e+03	BoneLeftThigh	-2.26388869151317625e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794787180904e+00	-1.27479214902918329e+03	2.71566905222763444e+03	BoneLeftThigh	7.42488168773615051e-03	1.11638006118317673e-01	6.01916700737192834e-01	1.12933651636749559e+02	2.05866683492616467e-10	-2.63331135634556679e+00
9.53000000000017028e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584766157e+02	1.27479214903050911e+03	-2.71303574087454990e+03	BoneLeftThigh	-2.26388869151317659e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794788017835e+00	-1.27479214903071443e+03	2.71566905223089907e+03	BoneLeftThigh	7.42488168773614704e-03	1.11638006118317687e-01	6.01916700737192834e-01	1.12933651636885813e+02	2.05367077954390053e-10	-2.63331135634928382e+00
9.54000000000017057e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584594334e+02	1.27479214902868762e+03	-2.71303574087067227e+03	BoneLeftThigh	-2.26388869151317625e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794787042437e+00	-1.27479214902889362e+03	2.71566905222701735e+03	BoneLeftThigh	7.42488168773615051e-03	1.11638006118317673e-01	6.01916700737192834e-01	1.12933651636723908e+02	2.05866680608879563e-10	-2.63331135634497393e+00
9.55000000000017085e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584621377e+02	1.27479214902897729e+03	-2.71303574087128891e+03	BoneLeftThigh	-2.26388869151317625e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794787180904e+00	-1.27479214902918329e+03	2.71566905222763444e+03	BoneLeftThigh	7.42488168773615051e-03	1.11638006118317673e-01	6.01916700737192834e-01	1.12933651636749559e+02	2.05866657142249822e-10	-2.63331135634556679e+00
9.56000000000017114e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584766157e+02	1.27479214903050911e+03	-2.71303574087454990e+03	BoneLeftThigh	-2.26388869151317659e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794788017835e+00	-1.27479214903071443e+03	2.71566905223089907e+03	BoneLeftThigh	7.42488168773614704e-03	1.11638006118317687e-01	6.01916700737192834e-01	1.12933651636885813e+02	2.05367027344917132e-10	-2.63331135634928382e+00
9.57000000000017143e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584594334e+02	1.27479214902868762e+03	-2.71303574087067227e+03	BoneLeftThigh	-2.26388869151317625e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794787042437e+00	-1.27479214902889362e+03	2.71566905222701735e+03	BoneLeftThigh	7.42488168773615051e-03	1.11638006118317673e-01	6.01916700737192834e-01	1.12933651636723908e+02	2.05866629781733573e-10	-2.63331135634497393e+00
9.58000000000017171e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584621377e+02	1.27479214902897729e+03	-2.71303574087128891e+03	BoneLeftThigh	-2.26388869151317625e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794787180904e+00	-1.27479214902918329e+03	2.71566905222763444e+03	BoneLeftThigh	7.42488168773615051e-03	1.11638006118317673e-01	6.01916700737192834e-01	1.12933651636749559e+02	2.05866642037019353e-10	-2.63331135634556679e+00
9.59000000000017200e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584766157e+02	1.27479214903050911e+03	-2.71303574087454990e+03	BoneLeftThigh	-2.26388869151317659e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794788017835e+00	-1.27479214903071443e+03	2.71566905223089907e+03	BoneLeftThigh	7.42488168773614704e-03	1.11638006118317687e-01	6.01916700737192834e-01	1.12933651636885813e+02	2.05367063562006000e-10	-2.63331135634928382e+00
9.60000000000017228e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584594334e+02	1.27479214902868762e+03	-2.71303574087067227e+03	BoneLeftThigh	-2.26388869151317625e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794787042437e+00	-1.27479214902889362e+03	2.71566905222701735e+03	BoneLeftThigh	7.42488168773615051e-03	1.11638006118317673e-01	6.01916700737192834e-01	1.12933651636723908e+02	2.05866668020353708e-10	-2.63331135634497393e+00
9.61000000000017257e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584621377e+02	1.27479214902897729e+03	-2.71303574087128891e+03	BoneLeftThigh	-2.26388869151317625e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794787180904e+00	-1.27479214902918329e+03	2.71566905222763444e+03	BoneLeftThigh	7.42488168773615051e-03	1.11638006118317673e-01	6.01916700737192834e-01	1.12933651636749559e+02	2.05866650658353335e-10	-2.63331135634556679e+00
9.62000000000017286e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584766157e+02	1.27479214903050911e+03	-2.71303574087454990e+03	BoneLeftThigh	-2.26388869151317659e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794788017835e+00	-1.27479214903071443e+03	2.71566905223089907e+03	BoneLeftThigh	7.42488168773614704e-03	1.11638006118317687e-01	6.01916700737192834e-01	1.12933651636885813e+02	2.05367067971731695e-10	-2.63331135634928382e+00
9.63000000000017314e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584594334e+02	1.27479214902868762e+03	-2.71303574087067227e+03	BoneLeftThigh	-2.26388869151317625e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794787042437e+00	-1.27479214902889362e+03	2.71566905222701735e+03	BoneLeftThigh	7.42488168773615051e-03	1.11638006118317673e-01	6.01916700737192834e-01	1.12933651636723908e+02	2.05866650396345582e-10	-2.63331135634497393e+00
9.64000000000017343e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584621377e+02	1.27479214902897729e+03	-2.71303574087128891e+03	BoneLeftThigh	-2.26388869151317625e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794787180904e+00	-1.27479214902918329e+03	2.71566905222763444e+03	BoneLeftThigh	7.42488168773615051e-03	1.11638006118317673e-01	6.01916700737192834e-01	1.12933651636749559e+02	2.05866638713994614e-10	-2.63331135634556679e+00
9.65000000000017372e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584766157e+02	1.27479214903050911e+03	-2.71303574087454990e+03	BoneLeftThigh	-2.26388869151317659e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794788017835e+00	-1.27479214903071443e+03	2.71566905223089907e+03	BoneLeftThigh	7.42488168773614704e-03	1.11638006118317687e-01	6.01916700737192834e-01	1.12933651636885813e+02	2.05367065842240537e-10	-2.63331135634928382e+00
9.66000000000017400e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584594334e+02	1.27479214902868762e+03	-2.71303574087067227e+03	BoneLeftThigh	-2.26388869151317625e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794787042437e+00	-1.27479214902889362e+03	2.71566905222701735e+03	BoneLeftThigh	7.42488168773615051e-03	1.11638006118317673e-01	6.01916700737192834e-01	1.12933651636723908e+02	2.05866641291847546e-10	-2.63331135634497393e+00
9.67000000000017429e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584621377e+02	1.27479214902897729e+03	-2.71303574087128891e+03	BoneLeftThigh	-2.26388869151317625e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794787180904e+00	-1.27479214902918329e+03	2.71566905222763444e+03	BoneLeftThigh	7.42488168773615051e-03	1.11638006118317673e-01	6.01916700737192834e-01	1.12933651636749559e+02	2.05866618573270656e-10	-2.63331135634556679e+00
9.68000000000017458e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584766157e+02	1.27479214903050911e+03	-2.71303574087454990e+03	BoneLeftThigh	-2.26388869151317659e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794788017835e+00	-1.27479214903071443e+03	2.71566905223089907e+03	BoneLeftThigh	7.42488168773614704e-03	1.11638006118317687e-01	6.01916700737192834e-01	1.12933651636885813e+02	2.05367009571488884e-10	-2.63331135634928382e+00
9.69000000000017486e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584594334e+02	1.27479214902868762e+03	-2.71303574087067227e+03	BoneLeftThigh	-2.26388869151317625e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794787042437e+00	-1.27479214902889362e+03	2.71566905222701735e+03	BoneLeftThigh	7.42488168773615051e-03	1.11638006118317673e-01	6.01916700737192834e-01	1.12933651636723908e+02	2.05866617449261631e-10	-2.63331135634497393e+00
9.70000000000017515e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584621377e+02	1.27479214902897729e+03	-2.71303574087128891e+03	BoneLeftThigh	-2.26388869151317625e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794787180904e+00	-1.27479214902918329e+03	2.71566905222763444e+03	BoneLeftThigh	7.42488168773615051e-03	1.11638006118317673e-01	6.01916700737192834e-01	1.12933651636749559e+02	2.05866610028548514e-10	-2.63331135634556679e+00
9.71000000000017544e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584766157e+02	1.27479214903050911e+03	-2.71303574087454990e+03	BoneLeftThigh	-2.26388869151317659e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794788017835e+00	-1.27479214903071443e+03	2.71566905223089907e+03	BoneLeftThigh	7.42488168773614704e-03	1.11638006118317687e-01	6.01916700737192834e-01	1.12933651636885813e+02	2.05367000968389323e-10	-2.63331135634928382e+00
9.72000000000017572e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584594334e+02	1.27479214902868762e+03	-2.71303574087067227e+03	BoneLeftThigh	-2.26388869151317625e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794787042437e+00	-1.27479214902889362e+03	2.71566905222701735e+03	BoneLeftThigh	7.42488168773615051e-03	1.11638006118317673e-01	6.01916700737192834e-01	1.12933651636723908e+02	2.05866607410037457e-10	-2.63331135634497393e+00
9.73000000000017601e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584621377e+02	1.27479214902897729e+03	-2.71303574087128891e+03	BoneLeftThigh	-2.26388869151317625e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794787180904e+00	-1.27479214902918329e+03	2.71566905222763444e+03	BoneLeftThigh	7.42488168773615051e-03	1.11638006118317673e-01	6.01916700737192834e-01	1.12933651636749559e+02	2.05866632523763503e-10	-2.63331135634556679e+00
9.74000000000017629e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584766157e+02	1.27479214903050911e+03	-2.71303574087454990e+03	BoneLeftThigh	-2.26388869151317659e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794788017835e+00	-1.27479214903071443e+03	2.71566905223089907e+03	BoneLeftThigh	7.42488168773614704e-03	1.11638006118317687e-01	6.01916700737192834e-01	1.12933651636885813e+02	2.05367039654540846e-10	-2.63331135634928382e+00
9.75000000000017658e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584594334e+02	1.27479214902868762e+03	-2.71303574087067227e+03	BoneLeftThigh	-2.26388869151317625e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794787042437e+00	-1.27479214902889362e+03	2.71566905222701735e+03	BoneLeftThigh	7.42488168773615051e-03	1.11638006118317673e-01	6.01916700737192834e-01	1.12933651636723908e+02	2.05866634147130426e-10	-2.63331135634497393e+00
9.76000000000017687e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584621377e+02	1.27479214902897729e+03	-2.71303574087128891e+03	BoneLeftThigh	-2.26388869151317625e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794787180904e+00	-1.27479214902918329e+03	2.71566905222763444e+03	BoneLeftThigh	7.42488168773615051e-03	1.11638006118317673e-01	6.01916700737192834e-01	1.12933651636749559e+02	2.05866611060863249e-10	-2.63331135634556679e+00
9.77000000000017715e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584766157e+02	1.27479214903050911e+03	-2.71303574087454990e+03	BoneLeftThigh	-2.26388869151317659e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794788017835e+00	-1.27479214903071443e+03	2.71566905223089907e+03	BoneLeftThigh	7.42488168773614704e-03	1.11638006118317687e-01	6.01916700737192834e-01	1.12933651636885813e+02	2.05367019567655541e-10	-2.63331135634928382e+00
9.78000000000017744e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584594334e+02	1.27479214902868762e+03	-2.71303574087067227e+03	BoneLeftThigh	-2.26388869151317625e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794787042437e+00	-1.27479214902889362e+03	2.71566905222701735e+03	BoneLeftThigh	7.42488168773615051e-03	1.11638006118317673e-01	6.01916700737192834e-01	1.12933651636723908e+02	2.05866629248441676e-10	-2.63331135634497393e+00
9.79000000000017773e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584621377e+02	1.27479214902897729e+03	-2.71303574087128891e+03	BoneLeftThigh	-2.26388869151317625e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794787180904e+00	-1.27479214902918329e+03	2.71566905222763444e+03	BoneLeftThigh	7.42488168773615051e-03	1.11638006118317673e-01	6.01916700737192834e-01	1.12933651636749559e+02	2.05866614653963544e-10	-2.63331135634556679e+00
9.80000000000017801e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584766157e+02	1.27479214903050911e+03	-2.71303574087454990e+03	BoneLeftThigh	-2.26388869151317659e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794788017835e+00	-1.27479214903071443e+03	2.71566905223089907e+03	BoneLeftThigh	7.42488168773614704e-03	1.11638006118317687e-01	6.01916700737192834e-01	1.12933651636885813e+02	2.05367021493440781e-10	-2.63331135634928382e+00
9.81000000000017830e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584594334e+02	1.27479214902868762e+03	-2.71303574087067227e+03	BoneLeftThigh	-2.26388869151317625e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794787042437e+00	-1.27479214902889362e+03	2.71566905222701735e+03	BoneLeftThigh	7.42488168773615051e-03	1.11638006118317673e-01	6.01916700737192834e-01	1.12933651636723908e+02	2.05866614905854335e-10	-2.63331135634497393e+00
9.82000000000017859e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584621377e+02	1.27479214902897729e+03	-2.71303574087128891e+03	BoneLeftThigh	-2.26388869151317625e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794787180904e+00	-1.27479214902918329e+03	2.71566905222763444e+03	BoneLeftThigh	7.42488168773615051e-03	1.11638006118317673e-01	6.01916700737192834e-01	1.12933651636749559e+02	2.05866592336492840e-10	-2.63331135634556679e+00
9.83000000000017887e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584766157e+02	1.27479214903050911e+03	-2.71303574087454990e+03	BoneLeftThigh	-2.26388869151317659e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794788017835e+00	-1.27479214903071443e+03	2.71566905223089907e+03	BoneLeftThigh	7.42488168773614704e-03	1.11638006118317687e-01	6.01916700737192834e-01	1.12933651636885813e+02	2.05366999658482442e-10	-2.63331135634928382e+00
9.84000000000017916e-02	BoneTrunk	-1.65748596225345213e-02	4.77847383100365036e-02	7.38509952884756737e-01	-1.19758279584594334e+02	1.27479214902868762e+03	-2.71303574087067227e+03	BoneLeftThigh	-2.26388869151317625e-02	1.23860143061368846e-01	5.76579471664509735e-01	6.82462794787042437e+00	-1.27479214902889362e+03	2.71566905222701735e+03	BoneLeftThigh	7.42488168773615051e-03	1.11638006118317673e-01	6.01916700737192834e-01	1.12933651636723908e+02	2.05866618632490609e-10	-2.63331135634497393e+00
