Time	VMax	F0	K	Alpha	FCE	LCE	VCE	PMECH	PMET
8.90000000000000166e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	1.00000000000000002e-02	2.51176403575258291e+03	1.87504592917030199e-01	-2.30726472582321041e-01	-5.79530455928328365e+02	1.79628081048904164e+03
9.00000000000000105e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	1.00000000000000002e-02	2.50740437198423569e+03	1.87481280610488271e-01	-2.33123065419282849e-01	-5.84533793442676824e+02	1.80122070019145235e+03
9.10000000000000045e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	1.00000000000000002e-02	2.50306526911248056e+03	1.87457729086298541e-01	-2.35515241897299443e-01	-5.89510022339754755e+02	1.80615920529971345e+03
9.19999999999999984e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	1.00000000000000002e-02	2.49874657235657151e+03	1.87433938784341864e-01	-2.37903019566776397e-01	-5.94459354695760908e+02	1.81109629163619752e+03
9.29999999999999924e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	1.00000000000000002e-02	2.49444812860762659e+03	1.87409910142759595e-01	-2.40286415822688060e-01	-5.99382000278738246e+02	1.81603192520646280e+03
9.39999999999999863e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	1.00000000000000002e-02	2.49016978636367867e+03	1.87385643597966639e-01	-2.42665447929557576e-01	-6.04278166628592771e+02	1.82096607224661511e+03
9.49999999999999803e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	1.00000000000000002e-02	2.48591139571646818e+03	1.87361139584664826e-01	-2.45040133018126216e-01	-6.09148059077639118e+02	1.82589869921231957e+03
9.59999999999999742e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	1.00000000000000002e-02	2.48167280835973816e+03	1.87336398535857818e-01	-2.47410488070087808e-01	-6.13991880746548304e+02	1.83082977274292216e+03
9.69999999999999682e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	1.00000000000000002e-02	2.47745387752370289e+03	1.87311420882863400e-01	-2.49776529944178982e-01	-6.18809832624621549e+02	1.83575925971153697e+03
9.79999999999999621e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	1.00000000000000002e-02	2.47325445798794590e+03	1.87286207055327530e-01	-2.52138275358693154e-01	-6.23602113560280145e+02	1.84068712718465144e+03
