Time	VMax	F0	K	Alpha	FCE	LCE	VCE	PMECH	PMET
6.80000000000000483e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.84868629817504543e-01	4.63395739044858423e-02	0.00000000000000000e+00	0.00000000000000000e+00
6.90000000000000509e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.84873327169979451e-01	4.69735247490832286e-02	0.00000000000000000e+00	0.00000000000000000e+00
7.00000000000000535e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.84878087748058528e-01	4.76057807907714903e-02	0.00000000000000000e+00	0.00000000000000000e+00
7.10000000000000561e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.84882911382165060e-01	4.82363410653219304e-02	0.00000000000000000e+00	0.00000000000000000e+00
7.20000000000000587e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.84887797902618944e-01	4.88652045388393574e-02	0.00000000000000000e+00	0.00000000000000000e+00
7.30000000000000614e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.84892747139631053e-01	4.94923701210847611e-02	0.00000000000000000e+00	0.00000000000000000e+00
7.40000000000000640e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.84897758923296462e-01	5.01178366540955267e-02	0.00000000000000000e+00	0.00000000000000000e+00
7.50000000000000666e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.84902833083587903e-01	5.07416029144058811e-02	0.00000000000000000e+00	0.00000000000000000e+00
7.60000000000000692e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.84907969450348764e-01	5.13636676086060007e-02	0.00000000000000000e+00	0.00000000000000000e+00
7.70000000000000719e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.84913167853288152e-01	5.19840293938811371e-02	0.00000000000000000e+00	0.00000000000000000e+00
7.80000000000000745e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.84918428121973122e-01	5.26026868497009303e-02	0.00000000000000000e+00	0.00000000000000000e+00
7.90000000000000771e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.84923750085822847e-01	5.32196384972483116e-02	0.00000000000000000e+00	0.00000000000000000e+00
8.00000000000000711e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.84929133574101817e-01	5.38348827897050519e-02	0.00000000000000000e+00	0.00000000000000000e+00
8.10000000000000650e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.84934578415914069e-01	5.44484181225213248e-02	0.00000000000000000e+00	0.00000000000000000e+00
8.20000000000000590e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.84940084440195607e-01	5.50602428153745826e-02	0.00000000000000000e+00	0.00000000000000000e+00
8.30000000000000529e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.84945651475709183e-01	5.56703551357617954e-02	0.00000000000000000e+00	0.00000000000000000e+00
8.40000000000000469e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.84951279351036724e-01	5.62787532754072117e-02	0.00000000000000000e+00	0.00000000000000000e+00
8.50000000000000408e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.84956967894573887e-01	5.68854353716341521e-02	0.00000000000000000e+00	0.00000000000000000e+00
8.60000000000000347e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.84962716934522320e-01	5.74903994843278809e-02	0.00000000000000000e+00	0.00000000000000000e+00
8.70000000000000287e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.84968526298884800e-01	5.80936436248014054e-02	0.00000000000000000e+00	0.00000000000000000e+00
8.80000000000000226e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.84974395815457104e-01	5.86951657230438961e-02	0.00000000000000000e+00	0.00000000000000000e+00
8.90000000000000166e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.84980325311823318e-01	5.92949636621376008e-02	0.00000000000000000e+00	0.00000000000000000e+00
